@relation training

@attribute Text string
@attribute class-att {HR,FICO,LOG}

@data
"Reisekostenabrechnung - Can not be saved in ESS When the user tries to save an entry in travel and expenses in ESS, she gets an error message that the  Entry not found in table T706V. ... . Also the total Reimbursement in ESS states that it is 0,00 EUR, but in her OneNote - Reisekostenabrechnung it states that it should be 62,00 EUR (see attached screenshots). User also mentioned that she has had this problem for a while now. Please support. Thank you.",HR
"Ich kann die Reisekosten von Harald Knepper 822187 nicht verbuchen. Laut Frau Wigge ist alles korrekt angelegt. Bitte dringend klären! Siehe Anhang. Ich kann die Reisekosten von Harald Knepper 822187 nicht verbuchen. Laut Frau Wigge ist alles korrekt angelegt. Bitte dringend klären! Siehe Anhang.",HR
"Keine Papierrechnungen für den Kunden Boart Longyear (Partnerrolle Rechnungsempfänger und Regulierer: Debitorenstamm 119301).Rechnungen sollen nur noch als PDF Keine Papierrechnungen für den Kunden Boart Longyear (Partnerrolle Rechnungsempfänger und Regulierer: Debitorenstamm 119301). Rechnungen sollen nur noch als PDF erstellt werden und an die hinterlegte Email-Adresse gesendet werden. Verkaufsorganisationen: 2000",LOG
"Keine Papierrechnungen für den Kunden Boart Longyear GmbH & Co. KG (Partnerrolle Rechnungsempfänger und Regulierer: Debitorenstamm 115760).Rechnungen sollen nu Keine Papierrechnungen für den Kunden Boart Longyear GmbH & Co. KG (Partnerrolle Rechnungsempfänger und Regulierer: Debitorenstamm 115760). Rechnungen sollen nur noch als PDF erstellt werden und an die hinterlegte Email-Adresse gesendet werden. Verkaufsorganisationen: 2000",LOG
"Anti Dumping: Änderungen Erlöskontenfindung BSTC Es besteht die Anforderung, für Nebenkosten (statistische Konditionen) bei BSTC die Erlös- und Rückstellungskonten umzustellen - möglichst bald... Betrifft VkOrg 7100/7200 und Kalkschema ZBSTC, ZBSTMC. Details im angehängten Excel.",LOG
"Readsoft: Im Verify wird EURO nicht korrekt gelesen Im Verify wird (festgestellt bei Definitionen Definition  DS-Qulitätsservice  und  C+R Stahlhandel GmbH ) eine ausgelesene „EUR  Währung trotzdem als Warnung ausgegegeben, statt als grün=korrekt erkannt",FICO
"Readsoft: BD Österreich: Flaschte UST ID BDI Österreich -> in den Definitionen wurde scheinbar fälschlich überall die deutsche Ust ID hinterlegt, hier kann eine Blacklist erweitert werden, so dass die eigene deutsche UstID von der Erkennung für BDI AT ausgenommen wird",FICO
"Hallo, bei den angehängten Bestellformularen fehlen beim Drucken die Einkaufsbedingungen. Des Weiteren sollte der Ausdruck  BENTELER Aktiengesellschaft  von dem Hallo, bei den angehängten Bestellformularen fehlen beim Drucken die Einkaufsbedingungen. Des Weiteren sollte der Ausdruck  BENTELER Aktiengesellschaft  von dem Bestellformular (DENE) entfernt werden. Kann der Standard-Ausdruck  BENTELER Automobiltechnik GmbH  angezeigt werden, wenn Kollegen das bei uns erstellen?",LOG
"Transport JELK990269 to JQL and JPL  Transport JELK990269 to JQL and JPL , It is only changes for 3 parties so no need to test in JQL",HR
"Minipersonalstamm aus JPL nach SP9 übertragen  Hallo zusammen, bitte den Minipersonalstamm für folgenden User im Werk 0465 übertragen:   T'Marquiese Winnfield 435976   Danke und Gruß Andreas ",HR
"'@Vaclav Novotny @Petr ChudobaProblem with the Price Approval Workflow in NAO:After a price version has been activated, the new price cannot be seen in the sch @Vaclav Novotny @Petr Chudoba Problem with the Price Approval Workflow in NAO: After a price version has been activated, the new price cannot be seen in the scheduling agreement's line items. Most likely, this is due to a missing execution of job RM06ENP1 which is run in Germany on a daily basis.",LOG
"Anlegen einer Bestellung für das Werk SAD ist nicht möglich. Die Preise aus der Banf (23017098) werden nicht übernommen. Anlegen einer Bestellung für das Werk SAD ist nicht möglich. Die Preise aus der Banf (23017098) werden nicht übernommen.",LOG
"'@Andre DuczekBitte die Nachrichtenfindung für den Lieferanten 461188 für Lieferpläne auf E-Mail umstellen. Für Anfragen, Mahnungen und Bestellungen ist dies be @Andre Duczek Bitte die Nachrichtenfindung für den Lieferanten 461188 für Lieferpläne auf E-Mail umstellen. Für Anfragen, Mahnungen und Bestellungen ist dies bereits umgestellt. Details im Anhang. Danke!",LOG
"Bitte um Übertragung der Personalnummern 306155 (Martin Hackenbuchner) von JPL 620 ins HZP 212 im Buchungskreis 1000 BIAG. Bitte dieses Ticket an Herrn Udo Wals Bitte um Übertragung der Personalnummern 306155 (Martin Hackenbuchner) von JPL 620 ins HZP 212 im Buchungskreis 1000 BIAG. Bitte dieses Ticket an Herrn Udo Walsch weiterleiten. Vielen Dank.",HR
"Im ursprünglichen Report wurde der Bericht, wenn das entsprechende Häkchen gesetzt wurde ( mit offenen BANFen ) mit offenen BANFen ausgegeben. In der neuen Vers Im ursprünglichen Report wurde der Bericht, wenn das entsprechende Häkchen gesetzt wurde ( mit offenen BANFen ) mit offenen BANFen ausgegeben. In der neuen Version fehlen die offenen BANFen, obwohl das Häkchen gesetzt wurde.",LOG
"ESS gives error when trying to approve requests  Hi SD  The user is trying to Approve Requests in ESS and it keeps giving an error when she clicks on approve. She is using internet Explorer Please find Attached error. Contact number: 041996 5131 and 066 475 6979",HR
"aMIC -Kontrolle  FI_P_00079  / Function  ZAMIC_BAT_00002   / Function module  Z_AMIC_FI_OFF_BALANCE_ZERO  Company:  1048Control Period: 03.2019Es wird ein  aMIC -Kontrolle  FI_P_00079  / Function  ZAMIC_BAT_00002   / Function module  Z_AMIC_FI_OFF_BALANCE_ZERO    Company:  1048 Control Period: 03.2019  Es wird ein offbalance-Wert von 0,00 HUF angezeigt, incl. roter Ampel, aber der Offbalance-Wert lautet 1.400.000- HUF (F.01) Fehler bei der Anzeige?",FICO
"Beheben der fälschlicherweise erfolgten Massensperrung aufgrund nicht relevanter Änderungen in der Sanktionsliste (Länderkennzeichen)Berechtigung einer möglic Beheben der fälschlicherweise erfolgten Massensperrung aufgrund nicht relevanter Änderungen in der Sanktionsliste (Länderkennzeichen) Berechtigung einer möglicherweise notwendigen Massenänderung ist hiermit erteilt.",FICO
"User as message error after trying to select (goods/services). see attachments user didnt use EBP for few months. First was unlock and valid date was prolonged.",LOG
"Default layout PC00_M99_CWTR was changed by user DIEGO Hello,  I found out that some user (DIEGO) changed the default layout of PC00_M99_CWTR transaction for all...  Can you please delete it as a default setting? I did also some prinstcreen in the attachment...  Thank you, Klara Trminkova",HR
"Hallo,leider können meine Kollegen aus dem Werk 40 und 41 meine Einkäufergruppe  DB4  bei der Weiterleitung einer EBP im SAP nicht finden.Gerne können Sie m Hallo,  leider können meine Kollegen aus dem Werk 40 und 41 meine Einkäufergruppe  DB4  bei der Weiterleitung einer EBP im SAP nicht finden.  Gerne können Sie meinen Kollegen Harald Krause dauz anrufen. Er hatte zuletzt das Problem mich nicht finden zu können.  VG Delia Schädler",LOG
"Fw: AW: Readsoft - Verify Access Hello Dominik,  Can  you please help with the request below.  Keidre can access Citrix but when she clicks on Verify there is nothing there.   Best regards,  Sharon Dean  Accounts Payable Lead Accounting  Division Steel/Tube Operating Unit Seamless 1 Benteler Drive I Shreveport I Louisiana 71115 I USA Tel.: +1 318 216 4155  sharon.dean@benteler.com I www.benteler.com ___________________________________________________________________ BENTELER Steel/Tube Manufacturing Corporation Registered office: CT Corporation System | 5615 Corporate Blvd., STE. 400B | Baton Rouge, Louisiana, 70808 | USA ----- Forwarded by Sharon Dean/AMERICA/BENTELER on 04/02/2019 03:30 PM -----  From: Florian Hillig <Florian.Hillig@benteler.com> To: Sharon Dean <sharon.dean@benteler.com> Cc: Julia Ludwig <julia.ludwig@benteler.com> Date: 04/01/2019 05:58 AM Subject: AW: Readsoft - Verify Access ________________________________________    Hello Sharon,   I'm not the right person to grant an Citrix access. Please contact Dominik Flügel. Concerning the SAP authorizations, there is no user CAREEKH in the SP9.  Please create a new user request first.   Best regards, Florian     Florian Hillig IT-Coordinator   IT Steel/ Tube  Division Steel/Tube  Marienloher Straße 19 | 33104 Paderborn | Germany Tel.: +49 5254 81 20 2817 | Fax: +49 5254 81 202848 florian.hillig@benteler.com | www.benteler.com      ________________________________________________________________ BENTELER Steel/Tube GmbH | Residenzstraße 1 | 33104 Paderborn | Germany Geschäftsführung: Dr. Tobias Braun | Christian Wiethüchter  Aufsichtsratsvorsitzender: Ralf Göttel Sitz Paderborn | Handelsregister: Amtsgericht Paderborn (HRB 9942)  Umsatzsteueridentifikationsnr: DE815176963  Bitte prüfen Sie der Umwelt zuliebe, ob der Ausdruck dieser Nachricht erforderlich ist.  For environmental reasons please consider carefully before printing this message.     Von: sharon.dean@benteler.com <sharon.dean@benteler.com>  Gesendet: Freitag, 29. März 2019 16:07 An: Florian Hillig <Florian.Hillig@benteler.com> Cc: Julia Ludwig <julia.ludwig@benteler.com> Betreff: Readsoft - Verify Access    Hello all,  We have a new long term temporary employee that needs access to Readsoft (Verify and Optimize) on the Germany server through Citrix Receiver.    Keidre Harris CAREEKH  Please setup the access to end on 12/31/2021.  We will extend or shorten the date as needed.  FYI - For previous requests - the invoice screens are grayed out when they open them in the Cockpit and they must click on the edit button to enter info to process the invoice.  (Country code error)   - Please assign the roleThe role ZES0040RWFI_READSOFT_COCKPIT   Also, please see the screen shots below of previous setup issues once access has been granted.    Best regards,  Sharon Dean  Accounts Payable Lead Accounting  Division Steel/Tube Operating Unit Seamless 1 Benteler Drive I Shreveport I Louisiana 71115 I USA Tel.: +1 318 216 4155  sharon.dean@benteler.com I www.benteler.com ___________________________________________________________________ BENTELER Steel/Tube Manufacturing Corporation Registered office: CT Corporation System | 5615 Corporate Blvd., STE. 400B | Baton Rouge, Louisiana, 70808 | USA From: Sharon Dean/AMERICA/BENTELER To: dominik.fluegel@bentelergroup.mail.onmicrosoft.com Date: 01/14/2019 11:02 AM Subject: Jonas Wessel Verify Access Issue ________________________________________   Hello Dominik, Jonas Wessel has access to Citrix for Readsoft but when he attempts to open Verify he is being asked for a password.  Can you fix this for him. this is what I get when I click on Verify and I hit close - no password required",FICO
"SAP HZP 212: Bukr 1000. Es werden im local Gaap (Z1) keine Altbestände angezeigt. Nur Abschreibung und Buchungen aus 2019 werden in der Bilanz dargestellt. Im I SAP HZP 212: Bukr 1000. Es werden im local Gaap (Z1) keine Altbestände angezeigt. Nur Abschreibung und Buchungen aus 2019 werden in der Bilanz dargestellt. Im IFRS werden alle Daten korrekt angegeben.  Bitte um Weiterleitung dieses Incidents an Meinolf Hermes CIT",FICO
"Dear Colleagues, Please do not allow any purchase on EBP through Purchasing Groups attached on excel file (please consider only the Purch Groups highlighted i Dear Colleagues,   Please do not allow any purchase on EBP through Purchasing Groups attached on excel file (please consider only the Purch Groups highlighted in pink and classified as  Inactive ).  The active ones must not be deleted.  This ticket has already been opened and  resolved  few months ago, but we keep seeing new Purchase Requisitions with the Purchasing Groups Attached (inactives).  This request must be extender either for EBP requisitions, either for SAP requisitions.  Thank you.",LOG
"Gaps in document number in SAP PAP 100 system Gaps in document number in SAP PAP 100 system",FICO
"Minipersonalstamm aus JPL ins SP9 für Werk 0465 übertragen  Hallo zusammen,   könnt ihr bitte den Minipersonalstamm für die PI Nr: 435891 // Michael Ling aus JPL ins SP9 übertragen?   Danke und Gruß Andreas ",HR
"Ich habe nachfolgende Mail nach Auslösen einer BANF erhalten. Wie soll ich damit umgehen? Laut EBP ist die Bstellung genehmigt.Vielen Dank und viele Grüße,Br Ich habe nachfolgende Mail nach Auslösen einer BANF erhalten. Wie soll ich damit umgehen? Laut EBP ist die Bstellung genehmigt.  Vielen Dank und viele Grüße, Britta Franke",LOG
"Contractmanagement doesn't show up when I go to HZP. I need to upload contracts. Please see the attached picture. The folder is supposed to appear. Contractmanagement doesn't show up when I go to HZP. I need to upload contracts. Please see the attached picture. The folder is supposed to appear.",HR
"Talent review meeting locked - by user -ESS Thank you!",HR
"Einkaufwagen Nummer: 1003138240Aufgrund Veränderungen in der Organisationsstruktur muss der Genehmigungsprozess angepasst werden.Der Genehmiger Herr Tobias Li Einkaufwagen Nummer: 1003138240 Aufgrund Veränderungen in der Organisationsstruktur muss der Genehmigungsprozess angepasst werden. Der Genehmiger Herr Tobias Liebelt hat die Organisation gewechselt. Neu: -> Besteller: Frau Kerstin Cavalleri -> Genehmiger: Herr Thorsten Schimmöller -> Nächster Genehmiger: Herr Dr. Thorsten Andres",LOG
